"","0%","5%","10%","25%","50%","75%","90%","95%","100%","mean","chance_loss","chance_zero","chance_gain"
"NetPresentValue","-3868247","-771935","-564898","-250932","20925","249653","441329","560493","1076238","-30777","0.48","0","0.52"
