"","0%","5%","10%","25%","50%","75%","90%","95%","100%","mean","chance_loss","chance_zero","chance_gain"
"NetPresentValue","-965399","5283","60389","222611","492162","8e+05","1085428","1264670","2214397","537261","0.044","0","0.96"
